Country Name	type	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Denmark	exports	1494000000	1537000000	1669000000	1908000000	2107000000	2320000000	2453000000	2538000000	2640000000	3019000000	3356000000	3680000000	4432000000	6248000000	7719000000	8712000000	9115000000	10065000000	11883000000	14696000000	16749000000	16095000000	15397000000	16053000000	15980000000	17089000000	21286000000	25675000000	28514000000	29570000000	36870000000	37824000000	41577000000	37754000000	42343000000	50906000000	51415000000	49273000000	49013000000	50296000000	51292000000	51705000000	57495000000	66512000000	77079000000	85121000000	92558000000	1.03171E+11	1.16923E+11	93984000000	96440000000	1.11864E+11	1.05469E+11	1.10949E+11	1.11493E+11	95457000000	95326000000	1.02559E+11	1.08972E+11
Dominican Republic	exports	180000000	143000000	172000000	174000000	179000000	126000000	137000000	156000000	183000000	184000000	249000000	243000000	348000000	442000000	637000000	894000000	716000000	780000000	676000000	869000000	1217000000	1457000000	984000000	1083000000	1254000000	1228000000	1312000000	1498000000	1963000000	2241000000	2170000000	2449000000	2831000000	3211000000	3453000000	3780000000	4053000000	4614000000	4989000000	5137000000	5737000000	5276000000	5165000000	5471000000	5936000000	6145000000	6610000000	7160000000	6748000000	5483000000	6754000000	8492000000	9069000000	9651000000	9899000000	9442000000	9840000000	10121000000	10965000000
Algeria	exports	394000000	367000000	192000000	759000000	727000000	637000000	621000000	723000000	830000000	934000000	1009000000	857000000	1304000000	1887000000	4687000000	4700000000	5259000000	5944000000	6326000000	9551000000	13871000000	14396000000	13170000000	12583000000	12795000000	12841000000	7832000000	8225000000	7810000000	9570000000	12880000000	12440000000	11510000000	10410000000	8892000000	10258000000	13250000000	13894000000	10209000000	12525000000	22031000000	19133000000	18799000000	23163000000	31304000000	46002000000	54613000000	60163000000	79298000000	45174000000	57053000000	73489000000	71866000000	64974000000	60061000000	34668000000	30026000000	35191000000	40883000000
Ecuador	exports	146000000	126000000	144000000	120000000	144000000	164000000	155000000	190000000	226000000	193000000	190000000	199000000	326000000	532000000	1124000000	974000000	1258000000	1436000000	1558000000	2104000000	2481000000	2451000000	2327000000	2348000000	2620000000	2905000000	2172000000	1928000000	2192000000	2354000000	2714000000	2852000000	3007000000	2904000000	3820000000	4307000000	4900000000	5264000000	4203000000	4451000000	4927000000	4678000000	5042000000	6223000000	7753000000	10100000000	12728000000	14321000000	18818000000	13863000000	17490000000	22322000000	23765000000	24848000000	25724000000	18331000000	16798000000	19122000000	21606000000
Egypt, Arab Rep.	exports	568000000	485000000	401000000	522000000	539000000	605000000	605000000	566000000	622000000	745000000	762000000	789000000	825000000	1121000000	1516000000	1402000000	1522000000	1708000000	1737000000	1840000000	3046000000	3233000000	3120000000	3215000000	3140000000	3714000000	2934000000	4351000000	5706000000	6764000000	2585000000	3659000000	3051000000	3105000000	3463000000	3435000000	3535000000	3921000000	3130000000	3559000000	5276000000	4825000000	5546000000	7408000000	9661000000	12912000000	16728000000	19224000000	26224000000	23062000000	26438000000	30528000000	29409000000	29018000000	26852000000	21349000000	25468000000	25604000000	27624000000
Eritrea	exports																																	16000000	42000000	78000000	86000000	98000000	57000000	28000000	21000000	37000000	19000000	52000000	7000000	11000000	11000000	12000000	13000000	11000000	11000000	13000000	430000000	480000000	316000000	630000000	499000000	436000000	482000000	573000000
Spain	exports	725000000	710000000	737000000	735000000	920000000	935000000	1254000000	1362000000	1589000000	1900000000	2388000000	2964000000	3817000000	5198000000	7091000000	7690000000	8730000000	10223000000	13114000000	18208000000	20720000000	20334000000	20498000000	19734000000	23508000000	24247000000	27206000000	34192000000	40341000000	44492000000	55642000000	60177000000	64334000000	64603000000	76696000000	97849000000	1.07243E+11	1.00756E+11	1.11973E+11	1.04433E+11	1.15251E+11	1.1666E+11	1.25687E+11	1.56147E+11	1.82623E+11	1.92644E+11	2.13717E+11	2.53297E+11	2.81493E+11	2.27338E+11	2.54418E+11	3.06551E+11	2.9525E+11	3.17833E+11	3.24533E+11	2.82274E+11	2.89981E+11	3.19531E+11	3.45166E+11
Estonia	exports																																	444000000	805000000	1303000000	1840000000	2078000000	2936000000	3245000000	3017000000	3830000000	4015000000	4336000000	5622000000	5932000000	7716000000	9692000000	11010000000	12458000000	9048000000	11591000000	16709000000	16087000000	16320000000	16042000000	12829000000	13180000000	14541000000	17006000000
Ethiopia	exports	78000000	76000000	80000000	90000000	105000000	116000000	111000000	101000000	106000000	119000000	122000000	126000000	167000000	239000000	269000000	240000000	280000000	333000000	306000000	418000000	425000000	380000000	399000000	403000000	417000000	333000000	455000000	355000000	429000000	465000000	298000000	189000000	169000000	199000000	372000000	422000000	417000000	587000000	561000000	467000000	486000000	455000000	480000000	496000000	678000000	903000000	1043000000	1277000000	1602000000	1618000000	2330000000	2875000000	3370000000	3112000000	3427000000	3050000000	2919000000	3163000000	2803000000
Finland	exports	989000000	1054000000	1104000000	1149000000	1291000000	1427000000	1505000000	1513000000	1635000000	1987000000	2306000000	2367000000	2913000000	3837000000	5490000000	5502000000	6342000000	7665000000	8570000000	11172000000	14150000000	14005000000	13088000000	12518000000	13472000000	13617000000	16356000000	20037000000	21748000000	23298000000	26571000000	23080000000	23981000000	23495000000	29703000000	40490000000	41124000000	41471000000	43752000000	42243000000	46102000000	43237000000	45145000000	53171000000	61520000000	65498000000	77206000000	90025000000	96455000000	62854000000	69518000000	79142000000	73077000000	74437000000	74333000000	59817000000	57908000000	68073000000	76067000000
Fiji	exports	46000000	40000000	48000000	63000000	73000000	62000000	57000000	63000000	68000000	72000000	87000000	87000000	95000000	122000000	190000000	203000000	172000000	224000000	251000000	314000000	470000000	400000000	377000000	306000000	332000000	307000000	336000000	380000000	431000000	494000000	497000000	450000000	443000000	450000000	572000000	619000000	748000000	622000000	512000000	609000000	585000000	537000000	515000000	668000000	693000000	701000000	694000000	755000000	922000000	630000000	841000000	1069000000	1221000000	1108000000	1373000000	895000000	926000000	956000000	1025000000
France	exports	6866000000	7224000000	7411000000	8204000000	9106000000	10176000000	10982000000	11547000000	12903000000	15194000000	18099000000	20811000000	26449000000	36669000000	46259000000	53100000000	56874000000	65130000000	79371000000	1.00692E+11	1.1603E+11	1.06424E+11	96694000000	94943000000	97566000000	1.01674E+11	1.24948E+11	1.48382E+11	1.67787E+11	1.79397E+11	2.16588E+11	2.171E+11	2.35871E+11	2.21619E+11	2.50571E+11	3.01162E+11	3.05509E+11	3.02144E+11	3.20631E+11	3.25526E+11	3.27611E+11	3.23379E+11	3.31719E+11	3.92039E+11	4.52106E+11	4.63428E+11	4.95868E+11	5.59612E+11	6.1624E+11	4.84781E+11	5.23767E+11	5.96473E+11	5.68708E+11	5.80963E+11	5.80843E+11	5.06264E+11	5.01179E+11	5.35188E+11	5.81816E+11
Faroe Islands	exports																					178000000	169000000	150000000	170000000	159000000	179000000	249000000	345000000	348000000	346000000	418000000	435000000	439000000	327000000	326000000	362000000	416000000	388000000	437000000	468000000	474000000	514000000	536000000	594000000	616000000	599000000	651000000	746230000	852091000	761744000	838963000	1007684000	951985000	1087447000	1134581834	1022985113	1191679732	1305756810
Micronesia, Fed. Sts.	exports																													3000000	2000000	4000000	10000000	24000000	30000000	11000000	21000000	18000000	17000000	24000000	18000000	22000000	26000000	27000000	28000000	17000000	19000000	18000000	22000000	27000000	25000000	30000000	73000000	52000000	35000000	32000000	40000000	49000000	46000000	75000000
Gabon	exports	47000000	55000000	59000000	73000000	95000000	105000000	101000000	120000000	125000000	142000000	144000000	179000000	228000000	331000000	768000000	943000000	1135000000	1343000000	1107000000	1848000000	2173000000	2201000000	2161000000	2000000000	2011000000	1951000000	1271000000	1286000000	1196000000	1598000000	2204000000	2243000000	2082000000	2295000000	2350000000	2713000000	3184000000	3024000000	1916000000	2394000000	2598000000	2524000000	2409000000	3062000000	3728000000	5065000000	5450000000	6309000000	9566000000	5356000000	8686000000	9766000000	9493000000	10039000000	9158000000	5590000000	4363000000	5678000000	7082000000
United Kingdom	exports	10609000000	11074000000	11374000000	12258000000	12880000000	13810000000	14770000000	14493000000	15461000000	17645000000	19430000000	22098000000	23985000000	29637000000	38197000000	43423000000	45356000000	55860000000	67887000000	86397000000	1.10134E+11	1.02244E+11	96984000000	91619000000	93881000000	1.01252E+11	1.07093E+11	1.31257E+11	1.45165E+11	1.52345E+11	1.85172E+11	1.84964E+11	1.90003E+11	1.81381E+11	2.05079E+11	2.37953E+11	2.58527E+11	2.80406E+11	2.73949E+11	2.72167E+11	2.85425E+11	2.72715E+11	2.80195E+11	3.05627E+11	3.47493E+11	3.9086E+11	4.50907E+11	4.41831E+11	4.72168E+11	3.54893E+11	4.15959E+11	5.0657E+11	4.72792E+11	5.40616E+11	5.04632E+11	4.59633E+11	4.09044E+11	4.41106E+11	4.85711E+11
Georgia	exports																																	68000000	69000000	155000000	151000000	199000000	240000000	191000000	238000000	323000000	318000000	346000000	461000000	647000000	865000000	936000000	1232000000	1495000000	1134000000	1677000000	2189000000	2376000000	2910000000	2861000000	2205000000	2113000000	2736000000	3354000000
Ghana	exports	325000000	322000000	322000000	305000000	321000000	318000000	268000000	303000000	332000000	327000000	458000000	492000000	441000000	657000000	738000000	816000000	832000000	1014000000	1093000000	995000000	1258000000	1065000000	874000000	1158000000	528000000	617000000	863000000	977000000	1009000000	1018000000	897000000	617000000	1252000000	974000000	1425000000	1724000000	1669000000	1635000000	1795000000	1720000000	1671000000	1716000000	1850000000	2324000000	2450000000	2802000000	3727000000	4195000000	5270000000	5840000000	7960000000	12785000000	13552000000	13752000000	13217000000	10321000000	11138000000	13835000000	14642000000
Gibraltar	exports
Guinea	exports	51000000	58000000	48000000	55000000	43000000	54000000	58000000	51000000	53000000	57000000	56000000	50000000	60000000	60000000	112000000	161000000	237000000	314000000	343000000	372000000	401000000	430000000	459000000	488000000	517000000	492000000	530000000	544000000	511000000	595000000	671000000	687000000	517000000	561000000	516000000	702000000	709000000	685000000	693000000	636000000	666000000	731000000	709000000	609000000	744000000	853000000	1033000000	1203000000	1342000000	1050000000	1471000000	1433000000	1928000000	1886000000	2066000000	1781000000	2414000000	4594000000	4085000000
Gambia, The	exports	8000000	9000000	10000000	9000000	9000000	14000000	16000000	18000000	13000000	16000000	17000000	13000000	19000000	25000000	43000000	44000000	35000000	47000000	39000000	58000000	31000000	27000000	44000000	48000000	49000000	43000000	35000000	40000000	58000000	27000000	31000000	38000000	57000000	67000000	35000000	16000000	21000000	15000000	21000000	12000000	16000000	9000000	17000000	5000000	18000000	7000000	11000000	13000000	14000000	66000000	68000000	95000000	119000000	106000000	104000000	90000000	94000000	106000000	153000000
Guinea-Bissau	exports	4000000	9000000	8000000	7000000	6000000	4000000	3000000	4000000	4000000	4000000	4000000	2000000	3000000	4000000	4000000	7000000	6000000	13000000	12000000	13000000	11000000	14000000	12000000	9000000	17000000	12000000	10000000	17000000	16000000	14000000	19000000	20000000	6000000	28000000	33000000	24000000	28000000	48000000	27000000	51000000	62000000	63000000	54000000	65000000	76000000	89000000	74000000	107000000	128000000	122000000	127000000	242000000	131000000	153000000	166000000	252000000	292000000	329000000	348000000
Equatorial Guinea	exports	34000000	23000000	25000000	28000000	33000000	27000000	30000000	36000000	36000000	38000000	25000000	28000000	19000000	19000000	34000000	26000000	10000000	14000000	17000000	29000000	14000000	11000000	12000000	13000000	15000000	17000000	24000000	39000000	49000000	41000000	62000000	37000000	50000000	57000000	62000000	127000000	232000000	497000000	439000000	709000000	1097000000	1735000000	2117000000	2801000000	4599000000	7064000000	8207000000	10210000000	15218000000	9100000000	10000000000	13500000000	15500000000	14700000000	12800000000	6500000000	4900000000	5200000000	6100000000
Greece	exports	203000000	223000000	250000000	290000000	309000000	328000000	406000000	495000000	468000000	554000000	643000000	662000000	870000000	1456000000	2030000000	2294000000	2561000000	2756000000	3368000000	3885000000	5153000000	4246000000	4298000000	4413000000	4816000000	4539000000	5648000000	6533000000	5429000000	7545000000	8105000000	8666000000	9510000000	8442000000	9404000000	11054000000	11711000000	11326000000	10867000000	11070000000	11751000000	11507000000	10414000000	13382000000	15308000000	17278000000	20749000000	23578000000	26382000000	20469000000	27950000000	33819000000	35441000000	36251000000	36005000000	28708000000	28170000000	32643000000	39474000000
Grenada	exports	4000000	3000000	4000000	5000000	4000000	6000000	6000000	5000000	5000000	8000000	6000000	5000000	5000000	7000000	10000000	12000000	13000000	14000000	17000000	21000000	17000000	19000000	19000000	19000000	18000000	23000000	31000000	32000000	33000000	28000000	27000000	23000000	20000000	20000000	23000000	22000000	20000000	23000000	35000000	36000000	48000000	43000000	38000000	42000000	32000000	28000000	25000000	33000000	31000000	29000000	25000000	31000000	35000000	37000000	37000000	33000000	30000000	30000000	32000000
Greenland	exports	8000000	8000000	9000000	11000000	10000000	13000000	15000000	13000000	12000000	14000000	14000000	19000000	22000000	31000000	92000000	87000000	86000000	92000000	102000000	165000000	186000000	186000000	172000000	181000000	169000000	174000000	260000000	346000000	391000000	418000000	452000000	341000000	333000000	313000000	285000000	371000000	369000000	293000000	255000000	277000000	273000000	268000000	303000000	347000000	381000000	402000000	396000000	431000000	487000000	360000000	380000000	491000000	475000000	542000000	559000000	406000000	575000000	563000000	670000000
Guatemala	exports	113000000	110000000	109000000	152000000	165000000	186000000	226000000	198000000	227000000	255000000	290000000	283000000	327000000	436000000	572000000	624000000	760000000	1160000000	1089000000	1241000000	1520000000	1226000000	1120000000	1159000000	1129000000	1057000000	1044000000	987000000	1022000000	1108000000	1163000000	1202000000	1295000000	1340000000	1550000000	1991000000	2056000000	2391000000	2563000000	2494000000	2711000000	2466000000	4162000000	4459000000	5036000000	5381000000	6025000000	6898000000	7737000000	7214000000	8463000000	10401000000	9979000000	10025000000	10803000000	10675000000	10463000000	11001000000	11019000000
